GEOID,NAME,moe,population,means_transit,med_inc
36005020601,"Census Tract 206.01, Bronx County, New York",290,NA,1194,NA
36005020601,"Census Tract 206.01, Bronx County, New York",20356,NA,NA,53750
36005020900,"Census Tract 209, Bronx County, New York",733,4997,NA,NA
36005020900,"Census Tract 209, Bronx County, New York",391,NA,1822,NA
36005020900,"Census Tract 209, Bronx County, New York",13881,NA,NA,39489
36005021001,"Census Tract 210.01, Bronx County, New York",953,8111,NA,NA
36005021001,"Census Tract 210.01, Bronx County, New York",478,NA,3374,NA
36005021001,"Census Tract 210.01, Bronx County, New York",9578,NA,NA,56258
36005021002,"Census Tract 210.02, Bronx County, New York",1529,8192,NA,NA
36005021002,"Census Tract 210.02, Bronx County, New York",827,NA,3587,NA
36005021002,"Census Tract 210.02, Bronx County, New York",8454,NA,NA,61940
36005021100,"Census Tract 211, Bronx County, New York",1132,6036,NA,NA
36005021100,"Census Tract 211, Bronx County, New York",443,NA,2215,NA
36005021100,"Census Tract 211, Bronx County, New York",6063,NA,NA,35855
36005021200,"Census Tract 212, Bronx County, New York",740,5157,NA,NA
36005021200,"Census Tract 212, Bronx County, New York",366,NA,2295,NA
36005021200,"Census Tract 212, Bronx County, New York",10766,NA,NA,61146
36005021301,"Census Tract 213.01, Bronx County, New York",576,1397,NA,NA
36005021301,"Census Tract 213.01, Bronx County, New York",121,NA,517,NA
36005021301,"Census Tract 213.01, Bronx County, New York",27203,NA,NA,34773
36005021302,"Census Tract 213.02, Bronx County, New York",967,5865,NA,NA
36005021302,"Census Tract 213.02, Bronx County, New York",450,NA,1846,NA
36005021302,"Census Tract 213.02, Bronx County, New York",17282,NA,NA,19660
36005021501,"Census Tract 215.01, Bronx County, New York",717,4445,NA,NA
36005021501,"Census Tract 215.01, Bronx County, New York",589,NA,1757,NA
36005021501,"Census Tract 215.01, Bronx County, New York",13529,NA,NA,36607
36005021502,"Census Tract 215.02, Bronx County, New York",934,6772,NA,NA
36005021502,"Census Tract 215.02, Bronx County, New York",415,NA,2123,NA
36005021502,"Census Tract 215.02, Bronx County, New York",12806,NA,NA,26176
36005021601,"Census Tract 216.01, Bronx County, New York",656,4625,NA,NA
36005021601,"Census Tract 216.01, Bronx County, New York",375,NA,1987,NA
36005021601,"Census Tract 216.01, Bronx County, New York",15776,NA,NA,39283
36005021602,"Census Tract 216.02, Bronx County, New York",900,6195,NA,NA
36005021602,"Census Tract 216.02, Bronx County, New York",537,NA,3062,NA
36005021602,"Census Tract 216.02, Bronx County, New York",7985,NA,NA,54410
36005021700,"Census Tract 217, Bronx County, New York",669,5220,NA,NA
36005021700,"Census Tract 217, Bronx County, New York",437,NA,2164,NA
36005021700,"Census Tract 217, Bronx County, New York",6991,NA,NA,40794
36005021800,"Census Tract 218, Bronx County, New York",1073,6154,NA,NA
36005021800,"Census Tract 218, Bronx County, New York",556,NA,2829,NA
36005021800,"Census Tract 218, Bronx County, New York",16272,NA,NA,50849
36005021900,"Census Tract 219, Bronx County, New York",228,963,NA,NA
36005021900,"Census Tract 219, Bronx County, New York",137,NA,446,NA
36005021900,"Census Tract 219, Bronx County, New York",15035,NA,NA,40587
36005022000,"Census Tract 220, Bronx County, New York",492,1917,NA,NA
36005022000,"Census Tract 220, Bronx County, New York",199,NA,650,NA
36005022000,"Census Tract 220, Bronx County, New York",11265,NA,NA,29625
36005022101,"Census Tract 221.01, Bronx County, New York",832,4030,NA,NA
36005022101,"Census Tract 221.01, Bronx County, New York",271,NA,1274,NA
36005022101,"Census Tract 221.01, Bronx County, New York",15878,NA,NA,37200
36005022102,"Census Tract 221.02, Bronx County, New York",776,5995,NA,NA
36005022102,"Census Tract 221.02, Bronx County, New York",418,NA,2372,NA
36005022102,"Census Tract 221.02, Bronx County, New York",11677,NA,NA,40500
36005022200,"Census Tract 222, Bronx County, New York",544,3169,NA,NA
36005022200,"Census Tract 222, Bronx County, New York",230,NA,1295,NA
36005022200,"Census Tract 222, Bronx County, New York",15910,NA,NA,46806
36005022300,"Census Tract 223, Bronx County, New York",784,5553,NA,NA
36005022300,"Census Tract 223, Bronx County, New York",491,NA,2261,NA
36005022300,"Census Tract 223, Bronx County, New York",5313,NA,NA,30694
36005022401,"Census Tract 224.01, Bronx County, New York",384,2517,NA,NA
36005022401,"Census Tract 224.01, Bronx County, New York",211,NA,1132,NA
36005022401,"Census Tract 224.01, Bronx County, New York",14971,NA,NA,50262
36005022403,"Census Tract 224.03, Bronx County, New York",407,3061,NA,NA
36005022403,"Census Tract 224.03, Bronx County, New York",303,NA,1460,NA
36005022403,"Census Tract 224.03, Bronx County, New York",14574,NA,NA,80140
36005022404,"Census Tract 224.04, Bronx County, New York",577,4736,NA,NA
36005022404,"Census Tract 224.04, Bronx County, New York",348,NA,2356,NA
36005022404,"Census Tract 224.04, Bronx County, New York",15589,NA,NA,62656
36005022500,"Census Tract 225, Bronx County, New York",1611,8818,NA,NA
36005022500,"Census Tract 225, Bronx County, New York",458,NA,2989,NA
36005022500,"Census Tract 225, Bronx County, New York",9388,NA,NA,47254
36005022701,"Census Tract 227.01, Bronx County, New York",569,4831,NA,NA
36005022701,"Census Tract 227.01, Bronx County, New York",365,NA,1930,NA
36005022701,"Census Tract 227.01, Bronx County, New York",13696,NA,NA,32773
36005022702,"Census Tract 227.02, Bronx County, New York",197,1451,NA,NA
36005022702,"Census Tract 227.02, Bronx County, New York",121,NA,496,NA
36005022702,"Census Tract 227.02, Bronx County, New York",4170,NA,NA,24201
36005022703,"Census Tract 227.03, Bronx County, New York",629,1991,NA,NA
36005022703,"Census Tract 227.03, Bronx County, New York",128,NA,730,NA
36005022703,"Census Tract 227.03, Bronx County, New York",7133,NA,NA,70882
36005022800,"Census Tract 228, Bronx County, New York",854,6207,NA,NA
36005022800,"Census Tract 228, Bronx County, New York",508,NA,3073,NA
36005022800,"Census Tract 228, Bronx County, New York",8902,NA,NA,66352
36005022901,"Census Tract 229.01, Bronx County, New York",644,5530,NA,NA
36005022901,"Census Tract 229.01, Bronx County, New York",412,NA,2008,NA
36005022901,"Census Tract 229.01, Bronx County, New York",13157,NA,NA,41317
36005022902,"Census Tract 229.02, Bronx County, New York",823,3710,NA,NA
36005022902,"Census Tract 229.02, Bronx County, New York",665,NA,1567,NA
36005022902,"Census Tract 229.02, Bronx County, New York",20613,NA,NA,46576
36005023000,"Census Tract 230, Bronx County, New York",479,2963,NA,NA
36005023000,"Census Tract 230, Bronx County, New York",292,NA,1211,NA
36005023000,"Census Tract 230, Bronx County, New York",6864,NA,NA,51490
36005023100,"Census Tract 231, Bronx County, New York",340,1696,NA,NA
36005023100,"Census Tract 231, Bronx County, New York",134,NA,501,NA
36005023100,"Census Tract 231, Bronx County, New York",13155,NA,NA,47321
36005023200,"Census Tract 232, Bronx County, New York",326,2517,NA,NA
36005023200,"Census Tract 232, Bronx County, New York",165,NA,1017,NA
36005023200,"Census Tract 232, Bronx County, New York",5940,NA,NA,53266
36005023301,"Census Tract 233.01, Bronx County, New York",673,4177,NA,NA
36005023301,"Census Tract 233.01, Bronx County, New York",455,NA,1756,NA
36005023301,"Census Tract 233.01, Bronx County, New York",21714,NA,NA,37887
36005023302,"Census Tract 233.02, Bronx County, New York",659,3982,NA,NA
36005023302,"Census Tract 233.02, Bronx County, New York",313,NA,1523,NA
36005023302,"Census Tract 233.02, Bronx County, New York",9106,NA,NA,47857
36005023501,"Census Tract 235.01, Bronx County, New York",570,3325,NA,NA
36005023501,"Census Tract 235.01, Bronx County, New York",375,NA,1393,NA
36005023501,"Census Tract 235.01, Bronx County, New York",16136,NA,NA,31786
36005023502,"Census Tract 235.02, Bronx County, New York",847,4628,NA,NA
36005023502,"Census Tract 235.02, Bronx County, New York",387,NA,1946,NA
36005023502,"Census Tract 235.02, Bronx County, New York",14449,NA,NA,44757
36005023600,"Census Tract 236, Bronx County, New York",380,1602,NA,NA
36005023600,"Census Tract 236, Bronx County, New York",222,NA,650,NA
36005023600,"Census Tract 236, Bronx County, New York",18531,NA,NA,42121
36005023702,"Census Tract 237.02, Bronx County, New York",517,1333,NA,NA
36005023702,"Census Tract 237.02, Bronx County, New York",169,NA,509,NA
36005023702,"Census Tract 237.02, Bronx County, New York",17954,NA,NA,48646
36005023703,"Census Tract 237.03, Bronx County, New York",891,5493,NA,NA
36005023703,"Census Tract 237.03, Bronx County, New York",323,NA,1327,NA
36005023703,"Census Tract 237.03, Bronx County, New York",10681,NA,NA,19179
36005023704,"Census Tract 237.04, Bronx County, New York",637,3821,NA,NA
36005023704,"Census Tract 237.04, Bronx County, New York",265,NA,1347,NA
36005023704,"Census Tract 237.04, Bronx County, New York",20051,NA,NA,31420
36005023800,"Census Tract 238, Bronx County, New York",360,2480,NA,NA
36005023800,"Census Tract 238, Bronx County, New York",186,NA,1142,NA
36005023800,"Census Tract 238, Bronx County, New York",10603,NA,NA,64760
36005023900,"Census Tract 239, Bronx County, New York",1622,8489,NA,NA
36005023900,"Census Tract 239, Bronx County, New York",683,NA,3071,NA
36005023900,"Census Tract 239, Bronx County, New York",5009,NA,NA,43102
36005024000,"Census Tract 240, Bronx County, New York",775,4618,NA,NA
36005024000,"Census Tract 240, Bronx County, New York",447,NA,2161,NA
36005024000,"Census Tract 240, Bronx County, New York",29813,NA,NA,71513
36005024100,"Census Tract 241, Bronx County, New York",899,6921,NA,NA
36005024100,"Census Tract 241, Bronx County, New York",444,NA,2822,NA
36005024100,"Census Tract 241, Bronx County, New York",8209,NA,NA,42482
36005024300,"Census Tract 243, Bronx County, New York",638,5575,NA,NA
36005024300,"Census Tract 243, Bronx County, New York",343,NA,1952,NA
36005024300,"Census Tract 243, Bronx County, New York",16870,NA,NA,31435
36005024400,"Census Tract 244, Bronx County, New York",368,2512,NA,NA
36005024400,"Census Tract 244, Bronx County, New York",237,NA,1195,NA
36005024400,"Census Tract 244, Bronx County, New York",14763,NA,NA,54359
36005024501,"Census Tract 245.01, Bronx County, New York",586,4475,NA,NA
36005024501,"Census Tract 245.01, Bronx County, New York",341,NA,1957,NA
36005024501,"Census Tract 245.01, Bronx County, New York",13827,NA,NA,35303
36005024502,"Census Tract 245.02, Bronx County, New York",685,3848,NA,NA
36005024502,"Census Tract 245.02, Bronx County, New York",299,NA,1856,NA
36005024502,"Census Tract 245.02, Bronx County, New York",27827,NA,NA,42396
36005024600,"Census Tract 246, Bronx County, New York",334,2065,NA,NA
36005024600,"Census Tract 246, Bronx County, New York",199,NA,881,NA
36005024600,"Census Tract 246, Bronx County, New York",15285,NA,NA,77188
36005024700,"Census Tract 247, Bronx County, New York",294,1967,NA,NA
36005024700,"Census Tract 247, Bronx County, New York",206,NA,956,NA
36005024700,"Census Tract 247, Bronx County, New York",21200,NA,NA,52016
36005024800,"Census Tract 248, Bronx County, New York",538,3370,NA,NA
36005024800,"Census Tract 248, Bronx County, New York",332,NA,1645,NA
36005024800,"Census Tract 248, Bronx County, New York",16699,NA,NA,77731
36005024900,"Census Tract 249, Bronx County, New York",13,0,0,NA
36005024900,"Census Tract 249, Bronx County, New York",NA,NA,NA,NA
36005025000,"Census Tract 250, Bronx County, New York",560,2601,NA,NA
36005025000,"Census Tract 250, Bronx County, New York",271,NA,1233,NA
36005025000,"Census Tract 250, Bronx County, New York",25574,NA,NA,82941
36005025100,"Census Tract 251, Bronx County, New York",983,6462,NA,NA
36005025100,"Census Tract 251, Bronx County, New York",732,NA,3151,NA
36005025100,"Census Tract 251, Bronx County, New York",7735,NA,NA,46728
36005025200,"Census Tract 252, Bronx County, New York",354,2561,NA,NA
36005025200,"Census Tract 252, Bronx County, New York",213,NA,1276,NA
36005025200,"Census Tract 252, Bronx County, New York",17495,NA,NA,71042
36005025300,"Census Tract 253, Bronx County, New York",916,6313,NA,NA
36005025300,"Census Tract 253, Bronx County, New York",424,NA,2190,NA
36005025300,"Census Tract 253, Bronx County, New York",12859,NA,NA,40479
36005025400,"Census Tract 254, Bronx County, New York",290,2183,NA,NA
36005025400,"Census Tract 254, Bronx County, New York",153,NA,896,NA
36005025400,"Census Tract 254, Bronx County, New York",29597,NA,NA,75368
36005025500,"Census Tract 255, Bronx County, New York",1022,7728,NA,NA
36005025500,"Census Tract 255, Bronx County, New York",524,NA,2889,NA
36005025500,"Census Tract 255, Bronx County, New York",19131,NA,NA,42218
36005025600,"Census Tract 256, Bronx County, New York",283,1464,NA,NA
36005025600,"Census Tract 256, Bronx County, New York",152,NA,633,NA
36005025600,"Census Tract 256, Bronx County, New York",15256,NA,NA,50980
36005025700,"Census Tract 257, Bronx County, New York",354,1793,NA,NA
36005025700,"Census Tract 257, Bronx County, New York",201,NA,890,NA
36005025700,"Census Tract 257, Bronx County, New York",24190,NA,NA,39784
36005026100,"Census Tract 261, Bronx County, New York",336,2114,NA,NA
36005026100,"Census Tract 261, Bronx County, New York",169,NA,872,NA
36005026100,"Census Tract 261, Bronx County, New York",20583,NA,NA,54648
36005026300,"Census Tract 263, Bronx County, New York",1211,7124,NA,NA
36005026300,"Census Tract 263, Bronx County, New York",600,NA,2803,NA
36005026300,"Census Tract 263, Bronx County, New York",16350,NA,NA,32379
36005026400,"Census Tract 264, Bronx County, New York",1117,6643,NA,NA
36005026400,"Census Tract 264, Bronx County, New York",627,NA,2985,NA
36005026400,"Census Tract 264, Bronx County, New York",19993,NA,NA,61014
36005026500,"Census Tract 265, Bronx County, New York",1251,7505,NA,NA
36005026500,"Census Tract 265, Bronx County, New York",722,NA,3442,NA
36005026500,"Census Tract 265, Bronx County, New York",10133,NA,NA,53177
36005026601,"Census Tract 266.01, Bronx County, New York",459,3305,NA,NA
36005026601,"Census Tract 266.01, Bronx County, New York",266,NA,1477,NA
36005026601,"Census Tract 266.01, Bronx County, New York",15266,NA,NA,52619
36005026602,"Census Tract 266.02, Bronx County, New York",1094,5033,NA,NA
36005026602,"Census Tract 266.02, Bronx County, New York",485,NA,1974,NA
36005026602,"Census Tract 266.02, Bronx County, New York",15151,NA,NA,41528
36005026701,"Census Tract 267.01, Bronx County, New York",828,3639,NA,NA
36005026701,"Census Tract 267.01, Bronx County, New York",251,NA,1269,NA
36005026701,"Census Tract 267.01, Bronx County, New York",7633,NA,NA,46123
36005026702,"Census Tract 267.02, Bronx County, New York",1300,8183,NA,NA
36005026702,"Census Tract 267.02, Bronx County, New York",493,NA,3122,NA
36005026702,"Census Tract 267.02, Bronx County, New York",18149,NA,NA,46098
36005026900,"Census Tract 269, Bronx County, New York",628,4072,NA,NA
36005026900,"Census Tract 269, Bronx County, New York",387,NA,1915,NA
36005026900,"Census Tract 269, Bronx County, New York",14805,NA,NA,27670
36005027300,"Census Tract 273, Bronx County, New York",1188,7798,NA,NA
36005027300,"Census Tract 273, Bronx County, New York",968,NA,3530,NA
36005027300,"Census Tract 273, Bronx County, New York",13824,NA,NA,48459
36005027401,"Census Tract 274.01, Bronx County, New York",769,5148,NA,NA
36005027401,"Census Tract 274.01, Bronx County, New York",392,NA,2438,NA
36005027401,"Census Tract 274.01, Bronx County, New York",41456,NA,NA,82273
36005027402,"Census Tract 274.02, Bronx County, New York",577,3611,NA,NA
36005027402,"Census Tract 274.02, Bronx County, New York",470,NA,1657,NA
36005027402,"Census Tract 274.02, Bronx County, New York",19672,NA,NA,94333
36005027600,"Census Tract 276, Bronx County, New York",48,52,NA,NA
36005027600,"Census Tract 276, Bronx County, New York",9,NA,9,NA
36005027600,"Census Tract 276, Bronx County, New York",NA,NA,NA,NA
36005027700,"Census Tract 277, Bronx County, New York",598,4338,NA,NA
36005027700,"Census Tract 277, Bronx County, New York",307,NA,1947,NA
36005027700,"Census Tract 277, Bronx County, New York",12791,NA,NA,31500
36005027900,"Census Tract 279, Bronx County, New York",1263,8486,NA,NA
36005027900,"Census Tract 279, Bronx County, New York",630,NA,3593,NA
36005027900,"Census Tract 279, Bronx County, New York",10656,NA,NA,55406
36005028100,"Census Tract 281, Bronx County, New York",410,3757,NA,NA
36005028100,"Census Tract 281, Bronx County, New York",285,NA,1700,NA
36005028100,"Census Tract 281, Bronx County, New York",15589,NA,NA,56667
36005028300,"Census Tract 283, Bronx County, New York",1007,2841,NA,NA
